Date,Year,Round,Region,Game #,W.Seed,Winner,W. Score,L. Seed,Loser,L.Score
3/22/2014,2014,2,NE,42,4,San Diego St.,63,12,North Dakota St.,44
3/23/2014,2014,2,NE,43,6,Baylor,85,3,Creighton,55
3/22/2014,2014,2,NE,44,2,Wisconsin,85,7,Oregon,77
3/23/2014,2014,2,SE,45,8,Kentucky,78,1,Wichita St.,76
3/22/2014,2014,2,SE,46,4,Louisville,66,5,Saint Louis,51
3/23/2014,2014,2,SE,47,11,Tennessee,83,14,Mercer,63
3/22/2014,2014,2,SE,48,2,Michigan,79,7,Texas,65
3/27/2014,2014,3,NW,49,1,Florida,79,4,UCLA,68
3/27/2014,2014,3,NW,50,11,Dayton,82,10,Stanford,72
3/28/2014,2014,3,SW,51,4,Michigan St.,61,1,Virginia,59
3/28/2014,2014,3,SW,52,7,Connecticut,81,3,Iowa St.,76
3/27/2014,2014,3,NE,53,1,Arizona,70,4,San Diego St.,64
3/27/2014,2014,3,NE,54,2,Wisconsin,69,6,Baylor,52
3/28/2014,2014,3,SE,55,8,Kentucky,74,4,Louisville,69
3/28/2014,2014,3,SE,56,2,Michigan,73,11,Tennessee,71
3/29/2014,2014,4,NW,57,1,Florida,62,11,Dayton,52
3/30/2014,2014,4,SW,58,7,Connecticut,60,4,Michigan St.,54
3/29/2014,2014,4,NE,59,2,Wisconsin,64,1,Arizona,63
3/30/2014,2014,4,SE,60,8,Kentucky,75,2,Michigan,72
4/5/2014,2014,5,F4,61,7,Connecticut,63,1,Florida,53
4/5/2014,2014,5,F4,62,8,Kentucky,74,2,Wisconsin,73
4/7/2014,2014,6,Champ,63,7,Connecticut,60,8,Kentucky,54
3/17/2015,2015,PI,PI,-4,16,Hampton,74,16,Manhattan,64
3/17/2015,2015,PI,PI,-3,11,Mississippi,94,11,BYU,90
3/18/2015,2015,PI,PI,-2,11,Dayton,56,11,Boise St.,55
3/18/2015,2015,PI,PI,-1,16,Robert Morris,81,16,North Florida,77
3/19/2015,2015,1,NW,1,1,Kentucky,79,16,Hampton,56
3/19/2015,2015,1,NW,2,8,Cincinnati,66,9,Purdue,65
3/20/2015,2015,1,NW,3,5,West Virginia,68,12,Buffalo,62
3/20/2015,2015,1,NW,4,4,Maryland,65,13,Valparaiso,62
3/19/2015,2015,1,NW,5,6,Butler,56,11,Texas,48
3/19/2015,2015,1,NW,6,3,Notre Dame,69,14,Northeastern,65
3/20/2015,2015,1,NW,7,7,Wichita St.,81,10,Indiana,76
3/20/2015,2015,1,NW,8,2,Kansas,75,15,New Mexico St.,56
3/20/2015,2015,1,SW,9,1,Wisconsin,86,16,Coastal Carolina,72
3/20/2015,2015,1,SW,10,8,Oregon,79,9,Oklahoma St.,73
3/19/2015,2015,1,SW,11,5,Arkansas,56,12,Wofford,53
3/19/2015,2015,1,SW,12,4,North Carolina,67,13,Harvard,65
3/19/2015,2015,1,SW,13,6,Xavier,76,11,Mississippi,57
3/19/2015,2015,1,SW,14,14,Georgia St.,57,3,Baylor,56
3/19/2015,2015,1,SW,15,10,Ohio St.,75,7,VCU,72
3/19/2015,2015,1,SW,16,2,Arizona,93,15,Texas Southern,72
3/19/2015,2015,1,NE,17,1,Villanova,93,16,Lafayette,52
3/19/2015,2015,1,NE,18,8,North Carolina St.,66,9,LSU,65
3/20/2015,2015,1,NE,19,5,Northern Iowa,71,12,Wyoming,54
3/20/2015,2015,1,NE,20,4,Louisville,57,13,UC Irvine,55
3/20/2015,2015,1,NE,21,11,Dayton,66,6,Providence,53
3/20/2015,2015,1,NE,22,3,Oklahoma,69,14,Albany,60
3/20/2015,2015,1,NE,23,7,Michigan St.,70,10,Georgia,63
3/20/2015,2015,1,NE,24,2,Virginia,79,15,Belmont,67
3/20/2015,2015,1,SE,25,1,Duke,85,16,Robert Morris,56
3/20/2015,2015,1,SE,26,8,San Diego St.,76,9,St. John's,64
3/19/2015,2015,1,SE,27,5,Utah,57,12,Stephen F. Austin,50
3/19/2015,2015,1,SE,28,4,Georgetown,84,13,Eastern Washington,74
3/19/2015,2015,1,SE,29,11,UCLA,60,6,SMU,59
3/19/2015,2015,1,SE,30,14,UAB,60,3,Iowa St.,59
3/20/2015,2015,1,SE,31,7,Iowa,83,10,Davidson,52
3/20/2015,2015,1,SE,32,2,Gonzaga,86,15,North Dakota St.,76
3/21/2015,2015,2,NW,33,1,Kentucky,64,8,Cincinnati,51
3/22/2015,2015,2,NW,34,5,West Virginia,69,4,Maryland,59
3/21/2015,2015,2,NW,35,3,Notre Dame,67,6,Butler,64
3/22/2015,2015,2,NW,36,7,Wichita St.,78,2,Kansas,65
3/22/2015,2015,2,SW,37,1,Wisconsin,72,8,Oregon,65
3/21/2015,2015,2,SW,38,4,North Carolina,87,5,Arkansas,78
3/21/2015,2015,2,SW,39,6,Xavier,75,14,Georgia St.,67
3/21/2015,2015,2,SW,40,2,Arizona,73,10,Ohio St.,58
3/21/2015,2015,2,NE,41,8,North Carolina St.,71,1,Villanova,68
3/22/2015,2015,2,NE,42,4,Louisville,66,5,Northern Iowa,53
3/22/2015,2015,2,NE,43,3,Oklahoma,72,11,Dayton,66
3/22/2015,2015,2,NE,44,7,Michigan St.,60,2,Virginia,54
3/22/2015,2015,2,SE,45,1,Duke,68,8,San Diego St.,49
3/21/2015,2015,2,SE,46,5,Utah,75,4,Georgetown,64
3/21/2015,2015,2,SE,47,11,UCLA,92,14,UAB,75
3/22/2015,2015,2,SE,48,2,Gonzaga,87,7,Iowa,69
3/26/2015,2015,3,NW,49,1,Kentucky,78,5,West Virginia,39
3/26/2015,2015,3,NW,50,3,Notre Dame,81,7,Wichita St.,70
3/26/2015,2015,3,SW,51,1,Wisconsin,79,4,North Carolina,72
3/26/2015,2015,3,SW,52,2,Arizona,68,6,Xavier,60
3/27/2015,2015,3,NE,53,4,Louisville,75,8,North Carolina St.,65
3/27/2015,2015,3,NE,54,7,Michigan St.,62,3,Oklahoma,58
3/27/2015,2015,3,SE,55,1,Duke,63,5,Utah,57
3/27/2015,2015,3,SE,56,2,Gonzaga,74,11,UCLA,62
3/28/2015,2015,4,NW,57,1,Kentucky,68,3,Notre Dame,66
3/28/2015,2015,4,SW,58,1,Wisconsin,85,2,Arizona,78
3/29/2015,2015,4,NE,59,7,Michigan St.,76,4,Louisville,70
3/29/2015,2015,4,SE,60,1,Duke,66,2,Gonzaga,52
4/4/2015,2015,5,F4,61,1,Wisconsin,71,1,Kentucky,64
4/4/2015,2015,5,F4,62,1,Duke,81,7,Michigan St.,61
4/6/2015,2015,6,Champ,63,1,Duke,68,1,Wisconsin,63
3/15/2016,2016,PI,PI,-4,11,Wichita St.,70,11,Vanderbilt,50
3/16/2016,2016,PI,PI,-3,16,Holy Cross,59,16,Southern,55
3/15/2016,2016,PI,PI,-2,16,Florida Gulf Coast,96,16,Fairleigh Dickinson,65
3/16/2016,2016,PI,PI,-1,11,Michigan,67,11,Tulsa,62
3/17/2016,2016,1,NW,1,1,Kansas,105,16,Austin Peay,79
3/17/2016,2016,1,NW,2,9,Connecticut,74,8,Colorado,67
3/18/2016,2016,1,NW,3,5,Maryland,79,12,South Dakota St.,74
3/18/2016,2016,1,NW,4,13,Hawaii,77,4,California,66
3/17/2016,2016,1,NW,5,11,Wichita St.,65,6,Arizona,55
3/17/2016,2016,1,NW,6,3,Miami FL,79,14,Buffalo,72
3/18/2016,2016,1,NW,7,7,Iowa,72,10,Temple,70
3/18/2016,2016,1,NW,8,2,Villanova,86,15,UNC Asheville,56
3/18/2016,2016,1,SW,9,1,Oregon,91,16,Holy Cross,52
3/18/2016,2016,1,SW,10,8,Saint Joseph's,78,9,Cincinnati,76
3/17/2016,2016,1,SW,11,12,Yale,79,5,Baylor,75
3/17/2016,2016,1,SW,12,4,Duke,93,13,UNC Wilmington,85
3/18/2016,2016,1,SW,13,11,Northern Iowa,75,6,Texas,72
3/18/2016,2016,1,SW,14,3,Texas A&M,92,14,Green Bay,65
3/18/2016,2016,1,SW,15,10,VCU,75,7,Oregon St.,67
3/18/2016,2016,1,SW,16,2,Oklahoma,82,15,Cal St. Bakersfield,68
3/17/2016,2016,1,NE,17,1,North Carolina,83,16,Florida Gulf Coast,67
3/17/2016,2016,1,NE,18,9,Providence,70,8,USC,69
3/17/2016,2016,1,NE,19,5,Indiana,99,12,Chattanooga,74
3/17/2016,2016,1,NE,20,4,Kentucky,85,13,Stony Brook,57
3/18/2016,2016,1,NE,21,6,Notre Dame,70,11,Michigan,63
3/18/2016,2016,1,NE,22,14,Stephen F. Austin,70,3,West Virginia,56
3/18/2016,2016,1,NE,23,7,Wisconsin,47,10,Pittsburgh,43
3/18/2016,2016,1,NE,24,2,Xavier,71,15,Weber St.,53
3/17/2016,2016,1,SE,25,1,Virginia,81,16,Hampton,45
3/17/2016,2016,1,SE,26,9,Butler,71,8,Texas Tech,61
3/17/2016,2016,1,SE,27,12,Little Rock,85,5,Purdue,83
3/17/2016,2016,1,SE,28,4,Iowa St.,94,13,Iona,81
3/17/2016,2016,1,SE,29,11,Gonzaga,68,6,Seton Hall,52
3/17/2016,2016,1,SE,30,3,Utah,80,14,Fresno St.,69
3/18/2016,2016,1,SE,31,10,Syracuse,70,7,Dayton,51
3/18/2016,2016,1,SE,32,15,Middle Tennessee,90,2,Michigan St.,81
3/19/2016,2016,2,NW,33,1,Kansas,73,9,Connecticut,61
3/20/2016,2016,2,NW,34,5,Maryland,73,13,Hawaii,60
3/19/2016,2016,2,NW,35,3,Miami FL,65,11,Wichita St.,57
3/20/2016,2016,2,NW,36,2,Villanova,87,7,Iowa,68
3/20/2016,2016,2,SW,37,1,Oregon,69,8,Saint Joseph's,64
3/19/2016,2016,2,SW,38,4,Duke,71,12,Yale,64
3/20/2016,2016,2,SW,39,3,Texas A&M,92,11,Northern Iowa,88
3/20/2016,2016,2,SW,40,2,Oklahoma,85,10,VCU,81
3/19/2016,2016,2,NE,41,1,North Carolina,85,9,Providence,66
3/19/2016,2016,2,NE,42,5,Indiana,73,4,Kentucky,67
3/20/2016,2016,2,NE,43,6,Notre Dame,76,14,Stephen F. Austin,75
3/20/2016,2016,2,NE,44,7,Wisconsin,66,2,Xavier,63
3/19/2016,2016,2,SE,45,1,Virginia,77,9,Butler,69
3/19/2016,2016,2,SE,46,4,Iowa St.,78,12,Little Rock,61
3/19/2016,2016,2,SE,47,11,Gonzaga,82,3,Utah,59
3/20/2016,2016,2,SE,48,10,Syracuse,75,15,Middle Tennessee,50
3/24/2016,2016,3,NW,49,1,Kansas,79,5,Maryland,63
3/24/2016,2016,3,NW,50,2,Villanova,92,3,Miami FL,69
3/24/2016,2016,3,SW,51,1,Oregon,82,4,Duke,68
3/24/2016,2016,3,SW,52,2,Oklahoma,77,3,Texas A&M,63
3/25/2016,2016,3,NE,53,1,North Carolina,101,5,Indiana,86
3/25/2016,2016,3,NE,54,6,Notre Dame,61,7,Wisconsin,56
3/25/2016,2016,3,SE,55,1,Virginia,84,4,Iowa St.,71
3/25/2016,2016,3,SE,56,10,Syracuse,63,11,Gonzaga,60
3/26/2016,2016,4,NW,57,2,Villanova,64,1,Kansas,59
3/26/2016,2016,4,SW,58,2,Oklahoma,80,1,Oregon,68
3/27/2016,2016,4,NE,59,1,North Carolina,88,6,Notre Dame,74
3/27/2016,2016,4,SE,60,10,Syracuse,68,1,Virginia,62
4/2/2016,2016,5,F4,61,2,Villanova,95,2,Oklahoma,51
4/2/2016,2016,5,F4,62,1,North Carolina,83,10,Syracuse,66
4/4/2016,2016,6,Champ,63,2,Villanova,77,1,North Carolina,74
3/14/2017,2017,PI,PI,-4,16,Mount St. Mary's,67,16,New Orleans,66
3/15/2017,2017,PI,PI,-3,11,USC,75,11,Providence,71
3/15/2017,2017,PI,PI,-2,16,UC Davis,67,16,North Carolina Central,63
3/14/2017,2017,PI,PI,-1,11,Kansas St.,95,11,Wake Forest,88
3/16/2017,2017,1,NW,1,1,Villanova,76,16,Mount St. Mary's,56
3/16/2017,2017,1,NW,2,8,Wisconsin,84,9,Virginia Tech,74
3/16/2017,2017,1,NW,3,5,Virginia,76,12,UNC Wilmington,71
3/16/2017,2017,1,NW,4,4,Florida,80,13,East Tennessee St.,65
3/17/2017,2017,1,NW,5,11,USC,66,6,SMU,65
3/17/2017,2017,1,NW,6,3,Baylor,91,14,New Mexico St.,73
3/17/2017,2017,1,NW,7,7,South Carolina,93,10,Marquette,73
3/17/2017,2017,1,NW,8,2,Duke,87,15,Troy,65
3/16/2017,2017,1,SW,9,1,Gonzaga,66,16,San Diego St.,46
3/16/2017,2017,1,SW,10,8,Northwestern,68,9,Vanderbilt,66
3/16/2017,2017,1,SW,11,5,Notre Dame,60,12,Princeton,58
3/16/2017,2017,1,SW,12,4,West Virginia,86,13,Bucknell,80
3/16/2017,2017,1,SW,13,11,Xavier,76,6,Maryland,65
3/16/2017,2017,1,SW,14,3,Florida St.,86,14,Florida Gulf Coast,80
3/16/2017,2017,1,SW,15,7,Saint Mary's,85,10,VCU,77
3/16/2017,2017,1,SW,16,2,Arizona,100,15,North Dakota,82
3/17/2017,2017,1,NE,17,1,Kansas,100,16,UC Davis,62
3/17/2017,2017,1,NE,18,9,Michigan St.,78,8,Miami FL,58
3/16/2017,2017,1,NE,19,5,Iowa St.,84,12,Nevada,73
3/16/2017,2017,1,NE,20,4,Purdue,80,13,Vermont,70
3/17/2017,2017,1,NE,21,11,Rhode Island,84,6,Creighton,72
3/17/2017,2017,1,NE,22,3,Oregon,93,14,Iona,77
3/17/2017,2017,1,NE,23,7,Michigan,92,10,Oklahoma St.,91
3/17/2017,2017,1,NE,24,2,Louisville,78,15,Jacksonville St.,63
3/17/2017,2017,1,SE,25,1,North Carolina,103,16,Texas Southern,64
3/17/2017,2017,1,SE,26,8,Arkansas,77,9,Seton Hall,71
3/16/2017,2017,1,SE,27,12,Middle Tennessee,81,5,Minnesota,72
3/16/2017,2017,1,SE,28,4,Butler,76,13,Winthrop,64
3/17/2017,2017,1,SE,29,6,Cincinnati,75,11,Kansas St.,61
3/17/2017,2017,1,SE,30,3,UCLA,97,14,Kent St.,80
3/17/2017,2017,1,SE,31,10,Wichita St.,64,7,Dayton,58
3/17/2017,2017,1,SE,32,2,Kentucky,79,15,Northern Kentucky,70
3/18/2017,2017,2,NW,33,8,Wisconsin,65,1,Villanova,62
3/18/2017,2017,2,NW,34,4,Florida,65,5,Virginia,39
3/19/2017,2017,2,NW,35,3,Baylor,82,11,USC,78
3/19/2017,2017,2,NW,36,7,South Carolina,88,2,Duke,81
3/18/2017,2017,2,SW,37,1,Gonzaga,79,8,Northwestern,73
3/18/2017,2017,2,SW,38,4,West Virginia,83,5,Notre Dame,71
3/18/2017,2017,2,SW,39,11,Xavier,91,3,Florida St.,66
3/18/2017,2017,2,SW,40,2,Arizona,69,7,Saint Mary's,60
3/19/2017,2017,2,NE,41,1,Kansas,90,9,Michigan St.,70
3/18/2017,2017,2,NE,42,4,Purdue,80,5,Iowa St.,76
3/19/2017,2017,2,NE,43,3,Oregon,75,11,Rhode Island,72
3/19/2017,2017,2,NE,44,7,Michigan,73,2,Louisville,69
3/19/2017,2017,2,SE,45,1,North Carolina,72,8,Arkansas,65
3/18/2017,2017,2,SE,46,4,Butler,74,12,Middle Tennessee,65
3/19/2017,2017,2,SE,47,3,UCLA,79,6,Cincinnati,67
3/19/2017,2017,2,SE,48,2,Kentucky,65,10,Wichita St.,62
3/24/2017,2017,3,NW,49,4,Florida,84,8,Wisconsin,83
3/24/2017,2017,3,NW,50,7,South Carolina,70,3,Baylor,50
3/23/2017,2017,3,SW,51,1,Gonzaga,61,4,West Virginia,58
3/23/2017,2017,3,SW,52,11,Xavier,73,2,Arizona,71
3/23/2017,2017,3,NE,53,1,Kansas,98,4,Purdue,66
3/23/2017,2017,3,NE,54,3,Oregon,69,7,Michigan,68
3/24/2017,2017,3,SE,55,1,North Carolina,92,4,Butler,80
3/24/2017,2017,3,SE,56,2,Kentucky,86,3,UCLA,75
3/26/2017,2017,4,NW,57,7,South Carolina,77,4,Florida,70
3/25/2017,2017,4,SW,58,1,Gonzaga,83,11,Xavier,59
3/25/2017,2017,4,NE,59,3,Oregon,74,1,Kansas,60
3/26/2017,2017,4,SE,60,1,North Carolina,75,2,Kentucky,73
4/1/2017,2017,5,F4,61,1,Gonzaga,77,7,South Carolina,73
4/1/2017,2017,5,F4,62,1,North Carolina,77,3,Oregon,76
4/3/2017,2017,6,Champ,63,1,North Carolina,71,1,Gonzaga,65
3/13/2018,2018,PI,PI,-4,16,Radford,71,16,LIU Brooklyn,61
3/13/2018,2018,PI,PI,-3,11,St. Bonaventure,65,11,UCLA,58
3/14/2018,2018,PI,PI,-2,16,Texas Southern,64,16,North Carolina Central,46
3/14/2018,2018,PI,PI,-1,11,Syracuse,60,11,Arizona St.,56
3/15/2018,2018,1,NW,1,5,Ohio St.,81,12,South Dakota St.,73
3/16/2018,2018,1,NW,1,16,UMBC,74,1,Virginia,54
3/16/2018,2018,1,NW,2,9,Kansas St.,69,8,Creighton,59
3/15/2018,2018,1,NW,3,5,Kentucky,78,12,Davidson,73
3/15/2018,2018,1,NW,4,13,Buffalo,89,4,Arizona,68
3/15/2018,2018,1,NW,5,11,Loyola Chicago,64,6,Miami FL,62
3/15/2018,2018,1,NW,6,3,Tennessee,73,14,Wright St.,47
3/16/2018,2018,1,NW,7,7,Nevada,87,10,Texas,83
3/16/2018,2018,1,SW,8,2,Cincinnati,68,15,Georgia St.,53
3/16/2018,2018,1,SW,9,1,Xavier,102,16,Texas Southern,83
3/16/2018,2018,1,SW,10,9,Florida St.,67,8,Missouri,54
3/15/2018,2018,1,SW,12,4,Gonzaga,68,13,UNC Greensboro,64
3/15/2018,2018,1,SW,13,6,Houston,67,11,San Diego St.,65
3/15/2018,2018,1,SW,14,3,Michigan,61,14,Montana,47
3/16/2018,2018,1,SW,15,7,Texas A&M,73,10,Providence,69
3/16/2018,2018,1,SW,16,2,North Carolina,84,15,Lipscomb,66
3/15/2018,2018,1,NE,17,1,Villanova,87,16,Radford,61
3/15/2018,2018,1,NE,18,9,Alabama,86,8,Virginia Tech,83
3/16/2018,2018,1,NE,19,5,West Virginia,85,12,Murray St.,68
3/16/2018,2018,1,NE,20,13,Marshall,81,4,Wichita St.,75
3/15/2018,2018,1,NE,21,6,Florida,77,11,St. Bonaventure,62
3/15/2018,2018,1,NE,22,3,Texas Tech,70,14,Stephen F. Austin,60
3/16/2018,2018,1,NE,23,10,Butler,79,7,Arkansas,62
3/16/2018,2018,1,NE,24,2,Purdue,74,15,Cal St. Fullerton,48
3/15/2018,2018,1,SE,25,1,Kansas,76,16,Penn,60
3/15/2018,2018,1,SE,26,8,Seton Hall,94,9,North Carolina St.,83
3/16/2018,2018,1,SE,27,5,Clemson,79,12,New Mexico St.,68
3/16/2018,2018,1,SE,28,4,Auburn,62,13,Charleston,58
3/16/2018,2018,1,SE,29,11,Syracuse,57,6,TCU,52
3/16/2018,2018,1,SE,30,3,Michigan St.,82,14,Bucknell,78
3/15/2018,2018,1,SE,31,7,Rhode Island,83,10,Oklahoma,78
3/15/2018,2018,1,SE,32,2,Duke,89,15,Iona,67
3/18/2018,2018,2,NW,33,9,Kansas St.,50,16,UMBC,43
3/17/2018,2018,2,NW,34,5,Kentucky,95,13,Buffalo,75
3/17/2018,2018,2,NW,35,11,Loyola Chicago,63,3,Tennessee,62
3/18/2018,2018,2,NW,36,7,Nevada,75,2,Cincinnati,73
3/18/2018,2018,2,SW,37,9,Florida St.,75,1,Xavier,70
3/17/2018,2018,2,SW,38,4,Gonzaga,90,5,Ohio St.,84
3/17/2018,2018,2,SW,39,3,Michigan,64,6,Houston,63
3/18/2018,2018,2,SW,40,7,Texas A&M,86,2,North Carolina,65
3/17/2018,2018,2,NE,41,1,Villanova,81,9,Alabama,58
3/18/2018,2018,2,NE,42,5,West Virginia,89,13,Marshall,62
3/17/2018,2018,2,NE,43,3,Texas Tech,69,6,Florida,66
3/18/2018,2018,2,NE,44,2,Purdue,76,10,Butler,73
3/17/2018,2018,2,SE,45,1,Kansas,83,8,Seton Hall,79
3/18/2018,2018,2,SE,46,5,Clemson,84,4,Auburn,53
3/18/2018,2018,2,SE,47,11,Syracuse,55,3,Michigan St.,53
3/17/2018,2018,2,SE,48,2,Duke,87,7,Rhode Island,62
3/22/2018,2018,3,NW,49,9,Kansas St.,61,5,Kentucky,58
3/22/2018,2018,3,NW,50,11,Loyola Chicago,69,7,Nevada,68
3/22/2018,2018,3,SW,51,9,Florida St.,75,4,Gonzaga,60
3/22/2018,2018,3,SW,52,3,Michigan,99,7,Texas A&M,72
3/23/2018,2018,3,NE,53,1,Villanova,90,5,West Virginia,78
3/23/2018,2018,3,NE,54,3,Texas Tech,78,2,Purdue,65
3/23/2018,2018,3,SE,55,1,Kansas,80,5,Clemson,76
3/23/2018,2018,3,SE,56,2,Duke,69,11,Syracuse,65
3/24/2018,2018,4,NW,57,11,Loyola Chicago,78,9,Kansas St.,62
3/24/2018,2018,4,SW,58,3,Michigan,58,9,Florida St.,54
3/25/2018,2018,4,NE,59,1,Villanova,71,3,Texas Tech,59
3/25/2018,2018,4,SE,60,1,Kansas,85,2,Duke,81
3/31/2018,2018,5,F4,61,3,Michigan,69,11,Loyola Chicago,57
3/31/2018,2018,5,F4,62,1,Villanova,95,1,Kansas,79
4/2/2018,2018,6,Champ,63,1,Villanova,79,3,Michigan,62
3/20/2019,2019,PI,PI,-4,16,North Dakota St.,82,16,North Carolina Central,76
3/19/2019,2019,PI,PI,-3,11,Belmont,81,11,Temple,70
3/19/2019,2019,PI,PI,-2,16,Fairleigh Dickinson,82,16,Prairie View A&M,76
3/20/2019,2019,PI,PI,-1,11,Arizona St.,74,11,St. John's,65
3/22/2019,2019,1,NW,1,1,Duke,85,16,North Dakota St.,62
3/21/2019,2019,1,NW,2,9,UCF,73,8,VCU,58
3/21/2019,2019,1,NW,3,12,Liberty,80,5,Mississippi St.,76
3/21/2019,2019,1,NW,4,4,Virginia Tech,66,13,Saint Louis,52
3/21/2019,2019,1,NW,5,6,Maryland,79,11,Belmont,77
3/21/2019,2019,1,NW,6,3,LSU,79,14,Yale,74
3/21/2019,2019,1,NW,7,10,Minnesota,86,7,Louisville,76
3/21/2019,2019,1,NW,8,2,Michigan St.,76,15,Bradley,65
3/21/2019,2019,1,SW,9,1,Gonzaga,87,13,Fairleigh Dickinson,49
3/21/2019,2019,1,SW,10,9,Baylor,78,8,Syracuse,69
3/21/2019,2019,1,SW,11,12,Murray St.,83,5,Marquette,64
3/21/2019,2019,1,SW,12,4,Florida St.,76,13,Vermont,69
3/21/2019,2019,1,SW,13,6,Buffalo,91,11,Arizona St.,74
3/21/2019,2019,1,SW,14,3,Texas Tech,72,14,Northern Kentucky,57
3/21/2019,2019,1,SW,15,10,Florida,70,7,Nevada,61
3/21/2019,2019,1,SW,16,2,Michigan,74,15,Montana,55
3/21/2019,2019,1,NE,17,1,Virginia,71,16,Gardner Webb,56
3/21/2019,2019,1,NE,18,9,Oklahoma,95,8,Mississippi,72
3/21/2019,2019,1,NE,19,12,Oregon,72,5,Wisconsin,54
3/21/2019,2019,1,NE,20,13,UC Irvine,70,4,Kansas St.,64
3/21/2019,2019,1,NE,21,6,Villanova,61,11,Saint Mary's,57
3/21/2019,2019,1,NE,22,3,Purdue,61,14,Old Dominion,46
3/21/2019,2019,1,NE,23,10,Iowa,79,7,Cincinnati,72
3/21/2019,2019,1,NE,24,2,Tennessee,77,15,Colgate,70
3/21/2019,2019,1,SE,25,1,North Carolina,88,16,Iona,73
3/21/2019,2019,1,SE,26,9,Washington,78,8,Utah St.,61
3/21/2019,2019,1,SE,27,5,Auburn,78,12,New Mexico St.,77
3/21/2019,2019,1,SE,28,4,Kansas,87,13,Northeastern,53
3/21/2019,2019,1,SE,29,11,Ohio St.,62,6,Iowa St.,59
3/21/2019,2019,1,SE,30,3,Houston,84,14,Georgia St.,55
3/21/2019,2019,1,SE,31,7,Wofford,84,10,Seton Hall,68
3/21/2019,2019,1,SE,32,2,Kentucky,79,15,Abilene Christian,44
3/23/2019,2019,2,NW,33,1,Duke,77,9,UCF,76
3/23/2019,2019,2,NW,34,4,Virginia Tech,67,15,Liberty,58
3/23/2019,2019,2,NW,35,3,LSU,69,6,Maryland,67
3/23/2019,2019,2,NW,36,2,Michigan St.,70,10,Minnesota,50
3/23/2019,2019,2,SW,37,1,Gonzaga,83,9,Baylor,71
3/23/2019,2019,2,SW,38,4,Florida St.,90,12,Murray St.,62
3/23/2019,2019,2,SW,39,3,Texas Tech,62,6,Buffalo,58
3/23/2019,2019,2,SW,40,2,Michigan,64,10,Florida,49
3/23/2019,2019,2,NE,41,1,Virginia,63,9,Oklahoma,51
3/23/2019,2019,2,NE,42,12,Oregon,73,13,UC Irvine,54
3/23/2019,2019,2,NE,43,3,Purdue,87,6,Villanova,61
3/23/2019,2019,2,NE,44,2,Tennessee,83,10,Iowa,77
3/23/2019,2019,2,SE,45,1,North Carolina,81,9,Washington,59
3/23/2019,2019,2,SE,46,5,Auburn,89,4,Kansas,75
3/23/2019,2019,2,SE,47,3,Houston,74,11,Ohio St.,59
3/23/2019,2019,2,SE,48,2,Kentucky,62,7,Wofford,56
3/29/2019,2019,3,NW,49,1,Duke,75,4,Virginia Tech,73
3/29/2019,2019,3,NW,50,2,Michigan St.,80,3,LSU,63
3/29/2019,2019,3,SW,51,1,Gonzaga,72,4,Florida St.,58
3/29/2019,2019,3,SW,52,3,Texas Tech,63,2,Michigan,44
3/29/2019,2019,3,NE,53,1,Virginia,53,12,Oregon,49
3/29/2019,2019,3,NE,54,3,Purdue,99,2,Tennessee,94
3/29/2019,2019,3,SE,55,5,Auburn,97,1,North Carolina,80
3/29/2019,2019,3,SE,56,2,Kentucky,62,3,Houston,58
3/31/2019,2019,4,NW,57,2,Michigan St.,68,1,Duke,67
3/31/2019,2019,4,SW,58,3,Texas Tech,75,1,Gonzaga,69
3/31/2019,2019,4,NE,59,1,Virginia,80,3,Purdue,75
3/31/2019,2019,4,SE,60,5,Auburn,77,2,Kentucky,71
4/6/2019,2019,5,F4,61,3,Texas Tech,61,2,Michigan St.,51
4/6/2019,2019,5,F4,62,1,Virginia,63,5,Auburn,62
4/8/2019,2019,6,Champ,63,1,Virginia,85,3,Texas Tech,77
3/18/2021,2021,PI,PI,-4,16,Texas Southern,60,16,Mount St. Mary's,52
3/18/2021,2021,PI,PI,-3,11,Drake,53,11,Wichita St.,52
3/18/2021,2021,PI,PI,-2,16,Norfolk St.,54,16,Appalachian St.,53
3/18/2021,2021,PI,PI,-1,11,UCLA,86,11,Michigan St.,80
3/19/2021,2021,1,NW,1,1,Gonzaga,98,16,Norfolk St.,55
3/19/2021,2021,1,NW,2,8,Oklahoma,72,9,Missouri,68
3/19/2021,2021,1,NW,3,5,Creighton,63,12,UC Santa Barbara,62
3/19/2021,2021,1,NW,4,13,Ohio,62,4,Virginia,58
3/19/2021,2021,1,NW,5,6,USC,72,11,Drake,56
3/19/2021,2021,1,NW,6,3,Kansas,93,14,Eastern Washington,84
3/19/2021,2021,1,NW,7,7,Oregon,,10,VCU,
3/19/2021,2021,1,NW,8,2,Iowa,86,15,Grand Canyon,74
3/19/2021,2021,1,SW,9,1,Michigan,82,16,Texas Southern,66
3/19/2021,2021,1,SW,10,8,LSU,76,9,St. Bonaventure,61
3/19/2021,2021,1,SW,11,5,Colorado,96,12,Georgetown,73
3/19/2021,2021,1,SW,12,4,Florida St.,64,13,UNC Greensboro,54
3/19/2021,2021,1,SW,13,11,UCLA,73,6,BYU,62
3/19/2021,2021,1,SW,14,14,Abilene Christian,53,3,Texas,52
3/19/2021,2021,1,SW,15,10,Maryland,63,7,Connecticut,54
